,Unnamed: 0,縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,戶數,人口數,男性人口數,女性人口數,性比例,戶量,人口密度,扶養比,扶幼比,扶老比,老化指數,幼年人口(0~14),青年人口(15~24),壯年人口(25~44),中年人口(45~64),老年人口(65~),資料時間
0,0,65000,新北市,65000010,板橋區,65000010-001,留侯里,685,1636,774,862,89.79,2.39,25714.78,50.64,22.19,28.45,128.22,241,130,461,495,309,111Y09M
1,1,65000,新北市,65000010,板橋區,65000010-002,流芳里,624,1452,655,797,82.18,2.33,32589.67,55.29,24.39,30.91,126.75,228,116,387,432,289,111Y09M
2,2,65000,新北市,65000010,板橋區,65000010-003,赤松里,497,1058,494,564,87.59,2.13,65232.14,48.6,23.03,25.56,110.98,164,98,311,303,182,111Y09M
3,3,65000,新北市,65000010,板橋區,65000010-004,黃石里,533,1304,622,682,91.2,2.45,13060.77,60.99,32.59,28.4,87.12,264,95,385,330,230,111Y09M
4,4,65000,新北市,65000010,板橋區,65000010-005,挹秀里,838,1907,934,973,95.99,2.28,15738.09,59.45,25.5,33.95,133.11,305,143,518,535,406,111Y09M
5,5,65000,新北市,65000010,板橋區,65000010-006,湳興里,2240,5105,2433,2672,91.06,2.28,27219.84,41.73,15.57,26.15,167.91,561,454,1597,1551,942,111Y09M
6,6,65000,新北市,65000010,板橋區,65000010-007,新興里,1580,3225,1519,1706,89.04,2.04,35039.87,39.37,11.93,27.44,230.07,276,288,986,1040,635,111Y09M
7,7,65000,新北市,65000010,板橋區,65000010-008,社後里,5619,9665,5483,4182,131.11,1.72,56365.87,39.65,9.13,30.52,334.18,632,656,2685,3580,2112,111Y09M
8,8,65000,新北市,65000010,板橋區,65000010-009,香社里,1807,4489,2206,2283,96.63,2.48,16620.88,37.7,13.77,23.93,173.72,449,424,1520,1316,780,111Y09M
9,9,65000,新北市,65000010,板橋區,65000010-010,中正里,3112,6873,3348,3525,94.98,2.21,8100.85,37.05,19.42,17.63,90.76,974,566,2767,1682,884,111Y09M
10,10,65000,新北市,65000010,板橋區,65000010-011,自強里,2059,5022,2437,2585,94.27,2.44,60223.77,61.74,19.9,41.84,210.19,618,353,1444,1308,1299,111Y09M
11,11,65000,新北市,65000010,板橋區,65000010-012,自立里,1105,2746,1301,1445,90.03,2.49,55343.93,46.45,14.51,31.95,220.22,272,243,844,788,599,111Y09M
12,12,65000,新北市,65000010,板橋區,65000010-013,光華里,1118,2605,1268,1337,94.84,2.33,45218.63,45.04,14.81,30.23,204.14,266,226,771,799,543,111Y09M
13,13,65000,新北市,65000010,板橋區,65000010-014,國光里,1530,3617,1728,1889,91.48,2.36,79599.47,44.05,10.75,33.29,309.63,270,369,961,1181,836,111Y09M
14,14,65000,新北市,65000010,板橋區,65000010-015,港尾里,1111,2914,1407,1507,93.36,2.62,71182.55,42.91,19.32,23.59,122.08,394,299,873,867,481,111Y09M
15,15,65000,新北市,65000010,板橋區,65000010-016,金華里,1505,3969,1920,2049,93.7,2.64,58865.41,48.26,18.12,30.15,166.39,485,330,1272,1075,807,111Y09M
16,16,65000,新北市,65000010,板橋區,65000010-017,港德里,1916,4695,2290,2405,95.22,2.45,70078.81,48.29,15.76,32.53,206.41,499,450,1434,1282,1030,111Y09M
17,17,65000,新北市,65000010,板橋區,65000010-018,民權里,1098,2632,1272,1360,93.53,2.4,58662.27,54.37,17.48,36.89,211.07,298,209,744,752,629,111Y09M
18,18,65000,新北市,65000010,板橋區,65000010-019,建國里,1427,3502,1656,1846,89.71,2.45,53155.64,46.1,16.02,30.08,187.76,384,322,1082,993,721,111Y09M
19,19,65000,新北市,65000010,板橋區,65000010-020,漢生里,1695,4264,2054,2210,92.94,2.52,38114.99,64.32,27.59,36.72,133.1,716,307,1188,1100,953,111Y09M
20,20,65000,新北市,65000010,板橋區,65000010-021,公館里,1511,3922,1931,1991,96.99,2.6,50874.28,48.67,20.89,27.79,133.03,551,406,1102,1130,733,111Y09M
21,21,65000,新北市,65000010,板橋區,65000010-022,新民里,1740,4508,2204,2304,95.66,2.59,14760.29,57.79,27.62,30.17,109.25,789,399,1215,1243,862,111Y09M
22,22,65000,新北市,65000010,板橋區,65000010-023,幸福里,1580,4014,1933,2081,92.89,2.54,36960.65,42.9,15.49,27.41,177.01,435,383,1204,1222,770,111Y09M
23,23,65000,新北市,65000010,板橋區,65000010-024,忠誠里,1756,4311,2039,2272,89.74,2.46,33740.84,55.41,24.3,31.11,128.04,674,403,1102,1269,863,111Y09M
24,24,65000,新北市,65000010,板橋區,65000010-025,百壽里,1231,2952,1359,1593,85.31,2.4,54785.37,58.62,30.36,28.26,93.1,565,249,816,796,526,111Y09M
25,25,65000,新北市,65000010,板橋區,65000010-026,介壽里,1262,3163,1510,1653,91.35,2.51,39090.89,59.75,27.47,32.27,117.46,544,262,854,864,639,111Y09M
26,26,65000,新北市,65000010,板橋區,65000010-027,新埔里,887,2045,990,1055,93.84,2.31,33598.4,46.28,13.45,32.83,244.15,188,174,591,633,459,111Y09M
27,27,65000,新北市,65000010,板橋區,65000010-028,華江里,3234,7687,3556,4131,86.08,2.38,63961.33,50.2,28.96,21.24,73.35,1482,723,2083,2312,1087,111Y09M
28,28,65000,新北市,65000010,板橋區,65000010-029,江翠里,2166,5190,2548,2642,96.44,2.4,37802.64,40.04,14.57,25.47,174.81,540,480,1635,1591,944,111Y09M
29,29,65000,新北市,65000010,板橋區,65000010-030,純翠里,2161,5483,2607,2876,90.65,2.54,50675.61,42.16,16.33,25.82,158.1,630,483,1729,1645,996,111Y09M
30,30,65000,新北市,65000010,板橋區,65000010-031,溪頭里,3633,7902,3818,4084,93.49,2.18,10042.54,36.41,16.97,19.44,114.55,983,737,2677,2379,1126,111Y09M
31,31,65000,新北市,65000010,板橋區,65000010-032,聯翠里,1666,3682,1708,1974,86.52,2.21,55590.78,36.42,11.56,24.86,215.06,312,409,935,1355,671,111Y09M
32,32,65000,新北市,65000010,板橋區,65000010-033,宏翠里,2547,5497,2580,2917,88.45,2.16,12226.34,35.66,16.09,19.57,121.63,652,472,1892,1688,793,111Y09M
33,33,65000,新北市,65000010,板橋區,65000010-034,仁翠里,1104,2847,1394,1453,95.94,2.58,69724.73,47.59,14.98,32.61,217.65,289,247,873,809,629,111Y09M
34,34,65000,新北市,65000010,板橋區,65000010-035,新翠里,3310,8254,3888,4366,89.05,2.49,65700.34,38.75,16.46,22.29,135.44,979,870,2544,2535,1326,111Y09M
35,35,65000,新北市,65000010,板橋區,65000010-036,吉翠里,1414,3781,1836,1945,94.4,2.67,68013.38,45.31,18.26,27.06,148.21,475,322,1257,1023,704,111Y09M
36,36,65000,新北市,65000010,板橋區,65000010-037,德翠里,2722,7273,3536,3737,94.62,2.67,55084.3,33.65,16.43,17.22,104.81,894,852,2221,2369,937,111Y09M
37,37,65000,新北市,65000010,板橋區,65000010-038,滿翠里,1165,2994,1434,1560,91.92,2.57,50436.31,45.91,14.08,31.82,225.95,289,276,930,846,653,111Y09M
38,38,65000,新北市,65000010,板橋區,65000010-039,明翠里,1953,4676,2271,2405,94.43,2.39,46230.66,44.77,13.9,30.87,222.05,449,434,1368,1428,997,111Y09M
39,39,65000,新北市,65000010,板橋區,65000010-040,松翠里,1422,3339,1603,1736,92.34,2.35,47239.75,43.8,13.78,30.02,217.81,320,331,967,1024,697,111Y09M
40,40,65000,新北市,65000010,板橋區,65000010-041,柏翠里,2373,5054,2407,2647,90.93,2.13,6567.59,38.69,16.41,22.28,135.79,598,464,1650,1530,812,111Y09M
41,41,65000,新北市,65000010,板橋區,65000010-042,龍翠里,1985,4928,2412,2516,95.87,2.48,49684.43,38.0,13.61,24.39,179.22,486,470,1531,1570,871,111Y09M
42,42,65000,新北市,65000010,板橋區,65000010-043,華翠里,1377,3548,1728,1820,94.95,2.58,40335.14,47.96,19.47,28.48,146.25,467,339,1078,981,683,111Y09M
43,43,65000,新北市,65000010,板橋區,65000010-044,忠翠里,4549,10781,5014,5767,86.94,2.37,45472.38,38.25,19.22,19.03,99.0,1499,1221,2942,3635,1484,111Y09M
44,44,65000,新北市,65000010,板橋區,65000010-045,嵐翠里,953,2373,1185,1188,99.75,2.49,52320.58,42.61,14.12,28.49,201.7,235,218,682,764,474,111Y09M
45,45,65000,新北市,65000010,板橋區,65000010-046,文翠里,1536,3857,1901,1956,97.19,2.51,44562.29,43.12,14.32,28.79,201.04,386,361,1157,1177,776,111Y09M
46,46,65000,新北市,65000010,板橋區,65000010-047,青翠里,1208,3025,1522,1503,101.26,2.5,52145.28,43.3,15.06,28.23,187.42,318,269,914,928,596,111Y09M
47,47,65000,新北市,65000010,板橋區,65000010-048,懷翠里,2245,6079,3016,3063,98.47,2.71,24268.63,37.91,13.93,23.98,172.15,614,652,1869,1887,1057,111Y09M
48,48,65000,新北市,65000010,板橋區,65000010-049,福翠里,576,1374,690,684,100.88,2.39,8345.43,45.4,13.86,31.53,227.48,131,108,416,421,298,111Y09M
49,49,65000,新北市,65000010,板橋區,65000010-050,港嘴里,2411,5957,2923,3034,96.34,2.47,34132.06,37.42,12.92,24.5,189.64,560,536,1862,1937,1062,111Y09M
50,50,65000,新北市,65000010,板橋區,65000010-051,振興里,1695,4331,2109,2222,94.91,2.56,35213.67,39.44,11.65,27.78,238.4,362,430,1328,1348,863,111Y09M
51,51,65000,新北市,65000010,板橋區,65000010-052,振義里,1663,4181,2057,2124,96.85,2.51,14126.53,38.12,12.36,25.77,208.56,374,450,1214,1363,780,111Y09M
52,52,65000,新北市,65000010,板橋區,65000010-053,光復里,1370,3375,1705,1670,102.1,2.46,8691.46,38.21,14.13,24.08,170.43,345,382,964,1096,588,111Y09M
53,53,65000,新北市,65000010,板橋區,65000010-054,埔墘里,2614,6206,2932,3274,89.55,2.37,48161.92,35.65,11.98,23.67,197.63,548,608,1887,2080,1083,111Y09M
54,54,65000,新北市,65000010,板橋區,65000010-055,長壽里,1110,2920,1448,1472,98.37,2.63,30717.76,48.07,16.43,31.64,192.59,324,256,876,840,624,111Y09M
55,55,65000,新北市,65000010,板橋區,65000010-056,福壽里,1292,3245,1568,1677,93.5,2.51,28882.44,37.38,12.45,24.94,200.34,294,330,975,1057,589,111Y09M
56,56,65000,新北市,65000010,板橋區,65000010-057,海山里,2799,8076,3799,4277,88.82,2.89,67599.69,51.92,29.29,22.63,77.26,1557,894,2223,2199,1203,111Y09M
57,57,65000,新北市,65000010,板橋區,65000010-058,九如里,1109,2877,1402,1475,95.05,2.59,40628.13,42.07,16.3,25.78,158.18,330,304,838,883,522,111Y09M
58,58,65000,新北市,65000010,板橋區,65000010-059,玉光里,2270,5639,2640,2999,88.03,2.48,47871.3,44.52,23.24,21.27,91.51,907,565,1661,1676,830,111Y09M
59,59,65000,新北市,65000010,板橋區,65000010-060,光仁里,1045,2901,1441,1460,98.7,2.78,24484.73,50.86,21.94,28.91,131.75,422,277,816,830,556,111Y09M
60,60,65000,新北市,65000010,板橋區,65000010-061,埤墘里,1822,4692,2222,2470,89.96,2.58,66847.13,49.71,27.41,22.3,81.37,859,429,1351,1354,699,111Y09M
61,61,65000,新北市,65000010,板橋區,65000010-062,永安里,1478,3838,1852,1986,93.25,2.6,58635.7,48.76,24.26,24.5,100.96,626,371,1124,1085,632,111Y09M
62,62,65000,新北市,65000010,板橋區,65000010-063,雙玉里,1597,4306,2098,2208,95.02,2.7,44954.85,45.03,21.79,23.24,106.65,647,511,1159,1299,690,111Y09M
63,63,65000,新北市,65000010,板橋區,65000010-064,廣新里,1281,3661,1789,1872,95.57,2.86,49967.24,51.28,22.93,28.35,123.6,555,348,1056,1016,686,111Y09M
64,64,65000,新北市,65000010,板橋區,65000010-065,深丘里,3723,9062,4365,4697,92.93,2.43,26382.21,54.17,30.88,23.29,75.43,1815,843,2584,2451,1369,111Y09M
65,65,65000,新北市,65000010,板橋區,65000010-066,香丘里,1529,3979,1907,2072,92.04,2.6,42333.84,55.07,28.49,26.58,93.3,731,346,1163,1057,682,111Y09M
66,66,65000,新北市,65000010,板橋區,65000010-067,西安里,1081,2783,1348,1435,93.94,2.57,35506.96,52.41,22.89,29.52,128.95,418,252,790,784,539,111Y09M
67,67,65000,新北市,65000010,板橋區,65000010-068,東丘里,1684,4678,2291,2387,95.98,2.78,40992.66,49.03,20.61,28.42,137.87,647,498,1306,1335,892,111Y09M
68,68,65000,新北市,65000010,板橋區,65000010-069,長安里,1731,4803,2317,2486,93.2,2.77,43147.05,50.85,28.67,22.17,77.33,913,477,1423,1284,706,111Y09M
69,69,65000,新北市,65000010,板橋區,65000010-070,福丘里,2271,5063,2319,2744,84.51,2.23,20006.56,50.77,25.64,25.13,98.03,861,466,1348,1544,844,111Y09M
70,70,65000,新北市,65000010,板橋區,65000010-071,福祿里,1701,4228,2014,2214,90.97,2.49,45213.45,48.93,22.82,26.1,114.35,648,422,1207,1210,741,111Y09M
71,71,65000,新北市,65000010,板橋區,65000010-072,民族里,1948,5279,2528,2751,91.89,2.71,53559.11,60.5,36.33,24.17,66.53,1195,494,1494,1301,795,111Y09M
72,72,65000,新北市,65000010,板橋區,65000010-073,國泰里,1451,3696,1762,1934,91.11,2.55,38006.7,45.51,19.61,25.91,132.13,498,406,993,1141,658,111Y09M
73,73,65000,新北市,65000010,板橋區,65000010-074,福德里,1940,5017,2504,2513,99.64,2.59,35238.18,45.42,16.61,28.81,173.47,573,564,1365,1521,994,111Y09M
74,74,65000,新北市,65000010,板橋區,65000010-075,景星里,1590,3470,1660,1810,91.71,2.18,41506.18,41.23,14.08,27.15,192.77,346,333,1004,1120,667,111Y09M
75,75,65000,新北市,65000010,板橋區,65000010-076,福星里,1368,3523,1688,1835,91.99,2.58,26420.39,44.62,15.97,28.65,179.43,389,404,939,1093,698,111Y09M
76,76,65000,新北市,65000010,板橋區,65000010-077,鄉雲里,1673,3750,1772,1978,89.59,2.24,17338.47,40.92,14.21,26.72,188.1,378,340,1123,1198,711,111Y09M
77,77,65000,新北市,65000010,板橋區,65000010-078,廣德里,2724,6944,3383,3561,95.0,2.55,46864.14,43.29,18.01,25.28,140.32,873,671,2057,2118,1225,111Y09M
78,78,65000,新北市,65000010,板橋區,65000010-079,大豐里,1794,4593,2218,2375,93.39,2.56,48242.76,46.04,15.55,30.49,196.11,489,457,1317,1371,959,111Y09M
79,79,65000,新北市,65000010,板橋區,65000010-080,重慶里,3308,8792,4212,4580,91.97,2.66,36474.67,39.8,17.6,22.2,126.11,1107,898,2743,2648,1396,111Y09M
80,80,65000,新北市,65000010,板橋區,65000010-081,仁愛里,1154,3013,1486,1527,97.31,2.61,34052.51,48.35,14.62,33.73,230.64,297,282,868,881,685,111Y09M
81,81,65000,新北市,65000010,板橋區,65000010-082,和平里,1751,4292,2006,2286,87.75,2.45,59900.63,41.0,26.35,14.65,55.61,802,448,1335,1261,446,111Y09M
82,82,65000,新北市,65000010,板橋區,65000010-083,廣福里,1562,4047,1968,2079,94.66,2.59,15919.47,38.22,16.91,21.31,126.06,495,452,1190,1286,624,111Y09M
83,83,65000,新北市,65000010,板橋區,65000010-084,華興里,1695,4173,1987,2186,90.9,2.46,60923.27,38.59,13.22,25.37,191.96,398,427,1234,1350,764,111Y09M
84,84,65000,新北市,65000010,板橋區,65000010-085,華貴里,994,2568,1248,1320,94.55,2.58,36388.88,45.58,15.82,29.76,188.17,279,230,769,765,525,111Y09M
85,85,65000,新北市,65000010,板橋區,65000010-086,華德里,3003,7074,3388,3686,91.92,2.36,26386.46,39.89,16.0,23.89,149.32,809,682,2145,2230,1208,111Y09M
86,86,65000,新北市,65000010,板橋區,65000010-087,華東里,3577,7854,3796,4058,93.54,2.2,15333.46,39.65,14.7,24.95,169.65,827,689,2491,2444,1403,111Y09M
87,87,65000,新北市,65000010,板橋區,65000010-088,信義里,1778,4393,2155,2238,96.29,2.47,50699.97,43.84,15.52,28.32,182.49,474,393,1378,1283,865,111Y09M
88,88,65000,新北市,65000010,板橋區,65000010-089,浮洲里,1411,3711,1869,1842,101.47,2.63,5079.41,41.75,15.55,26.2,168.55,407,349,1223,1046,686,111Y09M
89,89,65000,新北市,65000010,板橋區,65000010-090,華中里,1980,5301,2652,2649,100.11,2.68,9401.29,40.98,16.25,24.73,152.21,611,472,1852,1436,930,111Y09M
90,90,65000,新北市,65000010,板橋區,65000010-091,僑中里,1575,4313,2141,2172,98.57,2.74,45811.82,35.54,16.84,18.7,111.01,536,357,1595,1230,595,111Y09M
91,91,65000,新北市,65000010,板橋區,65000010-092,中山里,3141,7143,3495,3648,95.81,2.27,17280.46,37.66,16.84,20.81,123.57,874,712,2249,2228,1080,111Y09M
92,92,65000,新北市,65000010,板橋區,65000010-093,復興里,272,924,554,370,149.73,3.4,9184.98,77.01,16.28,60.73,372.94,85,68,244,210,317,111Y09M
93,93,65000,新北市,65000010,板橋區,65000010-094,大安里,1527,3970,2027,1943,104.32,2.6,44499.74,44.52,15.33,29.2,190.5,421,382,1240,1125,802,111Y09M
94,94,65000,新北市,65000010,板橋區,65000010-095,福安里,3466,7564,3622,3942,91.88,2.18,10275.71,36.53,18.16,18.38,101.19,1006,678,2433,2429,1018,111Y09M
95,95,65000,新北市,65000010,板橋區,65000010-096,聚安里,1991,5236,2604,2632,98.94,2.63,19262.25,42.79,15.95,26.83,168.21,585,487,1749,1431,984,111Y09M
96,96,65000,新北市,65000010,板橋區,65000010-097,龍安里,1082,2796,1371,1425,96.21,2.58,12460.95,47.39,16.39,31.0,189.07,311,250,900,747,588,111Y09M
97,97,65000,新北市,65000010,板橋區,65000010-098,崑崙里,3761,10133,4952,5181,95.58,2.69,33813.3,35.9,18.15,17.76,97.86,1353,1212,3135,3109,1324,111Y09M
98,98,65000,新北市,65000010,板橋區,65000010-099,溪洲里,2209,5992,2934,3058,95.95,2.71,41898.29,43.25,17.43,25.82,148.15,729,643,1793,1747,1080,111Y09M
99,99,65000,新北市,65000010,板橋區,65000010-100,溪北里,1364,3588,1764,1824,96.71,2.63,29094.33,42.78,17.95,24.83,138.36,451,382,1101,1030,624,111Y09M
100,100,65000,新北市,65000010,板橋區,65000010-101,香雅里,1210,2791,1368,1423,96.13,2.31,16309.52,40.32,12.92,27.4,212.06,257,215,1009,765,545,111Y09M
101,101,65000,新北市,65000010,板橋區,65000010-102,新生里,1575,4302,2133,2169,98.34,2.73,75090.33,50.95,19.51,31.44,161.15,556,298,1401,1151,896,111Y09M
102,102,65000,新北市,65000010,板橋區,65000010-103,文德里,1314,3129,1537,1592,96.55,2.38,55253.4,37.48,12.39,25.09,202.48,282,311,950,1015,571,111Y09M
103,103,65000,新北市,65000010,板橋區,65000010-104,文化里,1405,3350,1622,1728,93.87,2.38,25626.51,45.21,16.34,28.87,176.66,377,314,959,1034,666,111Y09M
104,104,65000,新北市,65000010,板橋區,65000010-105,新海里,1255,3451,1733,1718,100.87,2.75,32054.02,42.37,17.86,24.5,137.18,433,246,1236,942,594,111Y09M
105,105,65000,新北市,65000010,板橋區,65000010-106,莒光里,1137,2797,1346,1451,92.76,2.46,48870.41,50.78,19.08,31.7,166.1,354,259,761,835,588,111Y09M
106,106,65000,新北市,65000010,板橋區,65000010-107,富貴里,878,2262,1079,1183,91.21,2.58,37425.55,48.04,15.77,32.26,204.56,241,204,669,655,493,111Y09M
107,107,65000,新北市,65000010,板橋區,65000010-108,正泰里,1121,3011,1441,1570,91.78,2.69,79272.31,47.24,18.97,28.26,148.97,388,249,931,865,578,111Y09M
108,108,65000,新北市,65000010,板橋區,65000010-109,民生里,926,2288,1095,1193,91.79,2.47,55911.25,46.76,21.81,24.95,114.41,340,182,730,647,389,111Y09M
109,109,65000,新北市,65000010,板橋區,65000010-110,後埔里,1594,3752,1827,1925,94.91,2.35,61449.77,47.43,16.42,31.0,188.76,418,340,1090,1115,789,111Y09M
110,110,65000,新北市,65000010,板橋區,65000010-111,華福里,749,1957,935,1022,91.49,2.61,48015.11,49.96,14.71,35.25,239.58,192,168,577,560,460,111Y09M
111,111,65000,新北市,65000010,板橋區,65000010-112,堂春里,1529,4355,2140,2215,96.61,2.85,12808.52,36.99,18.62,18.37,98.65,592,446,1458,1275,584,111Y09M
112,112,65000,新北市,65000010,板橋區,65000010-113,成和里,2854,7374,3587,3787,94.72,2.58,18382.79,33.25,19.44,13.81,71.0,1076,824,2496,2214,764,111Y09M
113,113,65000,新北市,65000010,板橋區,65000010-114,光榮里,1027,2541,1276,1265,100.87,2.47,57271.01,48.68,16.33,32.36,198.21,279,197,738,774,553,111Y09M
114,114,65000,新北市,65000010,板橋區,65000010-115,民安里,851,2135,995,1140,87.28,2.51,42414.13,61.87,26.46,35.41,133.81,349,186,565,568,467,111Y09M
115,115,65000,新北市,65000010,板橋區,65000010-116,陽明里,1042,2651,1294,1357,95.36,2.54,57475.5,47.61,13.86,33.74,243.37,249,244,776,776,606,111Y09M
116,116,65000,新北市,65000010,板橋區,65000010-117,朝陽里,1305,3409,1614,1795,89.92,2.61,52588.55,48.86,17.64,31.22,176.98,404,277,1108,905,715,111Y09M
117,117,65000,新北市,65000010,板橋區,65000010-118,松柏里,932,2266,1088,1178,92.36,2.43,23751.38,41.98,13.16,28.82,219.05,210,251,671,674,460,111Y09M
118,118,65000,新北市,65000010,板橋區,65000010-119,文聖里,1445,3987,1943,2044,95.06,2.76,75807.13,37.39,15.64,21.74,138.99,454,426,1196,1280,631,111Y09M
119,119,65000,新北市,65000010,板橋區,65000010-120,居仁里,1594,4016,1977,2039,96.96,2.52,61551.67,38.91,18.75,20.17,107.56,542,346,1340,1205,583,111Y09M
120,120,65000,新北市,65000010,板橋區,65000010-121,莊敬里,1712,4504,2143,2361,90.77,2.63,54930.18,43.85,25.61,18.24,71.2,802,515,1194,1422,571,111Y09M
121,121,65000,新北市,65000010,板橋區,65000010-122,東安里,884,2536,1228,1308,93.88,2.87,83284.07,58.6,30.83,27.77,90.06,493,231,767,601,444,111Y09M
122,122,65000,新北市,65000010,板橋區,65000010-123,五權里,1592,4151,2077,2074,100.14,2.61,29629.05,47.99,18.04,29.95,166.01,506,400,1275,1130,840,111Y09M
123,123,65000,新北市,65000010,板橋區,65000010-124,溪福里,5186,14621,7155,7466,95.83,2.82,10869.64,31.72,17.9,13.82,77.2,1987,1906,4477,4717,1534,111Y09M
124,124,65000,新北市,65000010,板橋區,65000010-125,大觀里,1324,3687,1811,1876,96.54,2.78,52823.86,42.25,18.4,23.84,129.56,477,308,1302,982,618,111Y09M
125,125,65000,新北市,65000010,板橋區,65000010-126,歡園里,460,1216,640,576,111.11,2.64,1988.0,36.78,13.27,23.51,177.12,118,122,370,397,209,111Y09M
126,126,65000,新北市,65000020,三重區,65000020-001,大有里,2050,5280,2622,2658,98.65,2.58,18640.05,38.69,14.18,24.51,172.78,540,457,1819,1531,933,111Y09M
127,127,65000,新北市,65000020,三重區,65000020-002,二重里,579,1600,811,789,102.79,2.76,7895.39,37.22,13.21,24.01,181.82,154,166,503,497,280,111Y09M
128,128,65000,新北市,65000020,三重區,65000020-003,頂崁里,1131,2719,1363,1356,100.52,2.4,3829.09,35.21,16.31,18.9,115.85,328,238,915,858,380,111Y09M
129,129,65000,新北市,65000020,三重區,65000020-004,谷王里,663,1408,720,688,104.65,2.12,5566.91,32.46,10.35,22.11,213.64,110,130,546,387,235,111Y09M
130,130,65000,新北市,65000020,三重區,65000020-005,中興里,1661,3985,2016,1969,102.39,2.4,5493.5,38.66,12.53,26.13,208.61,360,404,1219,1251,751,111Y09M
131,131,65000,新北市,65000020,三重區,65000020-006,德厚里,247,475,232,243,95.47,1.92,3092.35,41.79,10.45,31.34,300.0,35,30,166,139,105,111Y09M
132,132,65000,新北市,65000020,三重區,65000020-007,成功里,3398,7336,3502,3834,91.34,2.16,31224.99,34.83,16.5,18.32,111.02,898,735,2363,2343,997,111Y09M
133,133,65000,新北市,65000020,三重區,65000020-008,福祉里,2554,5897,2854,3043,93.79,2.31,35535.23,40.37,18.04,22.33,123.75,758,546,1832,1823,938,111Y09M
134,134,65000,新北市,65000020,三重區,65000020-009,福民里,1335,3433,1682,1751,96.06,2.57,51389.91,45.34,17.32,28.03,161.86,409,295,1054,1013,662,111Y09M
135,135,65000,新北市,65000020,三重區,65000020-010,過田里,5520,9737,5354,4383,122.15,1.76,64676.62,34.45,10.4,24.05,231.34,753,828,2514,3900,1742,111Y09M
136,136,65000,新北市,65000020,三重區,65000020-011,錦田里,887,2152,1077,1075,100.19,2.43,41805.89,43.37,14.39,28.98,201.39,216,212,640,649,435,111Y09M
137,137,65000,新北市,65000020,三重區,65000020-012,重明里,1633,3811,1857,1954,95.04,2.33,29241.83,43.92,18.2,25.72,141.29,482,407,1105,1136,681,111Y09M
138,138,65000,新北市,65000020,三重區,65000020-013,光田里,1980,4414,2126,2288,92.92,2.23,53017.84,40.62,11.15,29.47,264.29,350,437,1215,1487,925,111Y09M
139,139,65000,新北市,65000020,三重區,65000020-014,光陽里,2658,6289,3120,3169,98.45,2.37,41252.33,34.29,9.57,24.73,258.48,448,700,1860,2123,1158,111Y09M
140,140,65000,新北市,65000020,三重區,65000020-015,田心里,1634,4082,2011,2071,97.1,2.5,35273.89,39.08,11.82,27.26,230.55,347,411,1278,1246,800,111Y09M
141,141,65000,新北市,65000020,三重區,65000020-016,福田里,1257,3432,1705,1727,98.73,2.73,80374.71,36.08,12.09,23.99,198.36,305,326,1134,1062,605,111Y09M
142,142,65000,新北市,65000020,三重區,65000020-017,田中里,2363,6444,3136,3308,94.8,2.73,58235.05,44.29,19.3,24.99,129.47,862,662,1934,1870,1116,111Y09M
143,143,65000,新北市,65000020,三重區,65000020-018,田安里,2406,6179,2973,3206,92.73,2.57,49940.6,37.71,13.48,24.23,179.67,605,643,1827,2017,1087,111Y09M
144,144,65000,新北市,65000020,三重區,65000020-019,三民里,1363,3487,1730,1757,98.46,2.56,51839.74,42.79,19.29,23.51,121.87,471,369,1057,1016,574,111Y09M
145,145,65000,新北市,65000020,三重區,65000020-020,光明里,3101,7593,3690,3903,94.54,2.45,29944.98,39.53,18.14,21.39,117.93,987,759,2295,2388,1164,111Y09M
146,146,65000,新北市,65000020,三重區,65000020-021,光正里,1350,2732,1298,1434,90.52,2.02,37177.15,32.88,12.79,20.09,157.03,263,275,836,945,413,111Y09M
147,147,65000,新北市,65000020,三重區,65000020-022,同安里,618,1445,727,718,101.25,2.34,20173.68,36.97,12.42,24.55,197.71,131,123,464,468,259,111Y09M
148,148,65000,新北市,65000020,三重區,65000020-023,同慶里,761,1792,869,923,94.15,2.35,34256.66,39.89,13.97,25.92,185.47,179,159,543,579,332,111Y09M
149,149,65000,新北市,65000020,三重區,65000020-024,菜寮里,949,2281,1106,1175,94.13,2.4,49553.56,44.55,17.49,27.06,154.71,276,195,684,699,427,111Y09M
150,150,65000,新北市,65000020,三重區,65000020-025,永春里,793,1866,916,950,96.42,2.35,68932.4,41.04,16.63,24.41,146.82,220,175,567,581,323,111Y09M
151,151,65000,新北市,65000020,三重區,65000020-026,中正里,578,1370,664,706,94.05,2.37,63475.88,40.08,10.94,29.14,266.36,107,108,433,437,285,111Y09M
152,152,65000,新北市,65000020,三重區,65000020-027,吉利里,643,1409,697,712,97.89,2.19,39357.54,37.2,8.86,28.33,319.78,91,111,423,493,291,111Y09M
153,153,65000,新北市,65000020,三重區,65000020-028,大同里,950,2021,969,1052,92.11,2.13,54260.86,35.0,9.55,25.45,266.43,143,203,604,690,381,111Y09M
154,154,65000,新北市,65000020,三重區,65000020-029,中民里,507,1228,625,603,103.65,2.42,60982.27,39.23,10.43,28.8,276.09,92,117,378,387,254,111Y09M
155,155,65000,新北市,65000020,三重區,65000020-030,平和里,695,1553,781,772,101.17,2.23,51509.12,40.54,10.77,29.77,276.47,119,116,497,492,329,111Y09M
