,Unnamed: 0,縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,戶數,人口數,男性人口數,女性人口數,性比例,戶量,人口密度,扶養比,扶幼比,扶老比,老化指數,幼年人口(0~14),青年人口(15~24),壯年人口(25~44),中年人口(45~64),老年人口(65~),資料時間
534,534,65000,新北市,65000060,新店區,65000060-051,福民里,1853,4049,1882,2167,86.85,2.19,14206.22,51.53,12.61,38.92,308.61,337,371,1031,1270,1040,111Y09M
535,535,65000,新北市,65000060,新店區,65000060-052,中山里,2989,5648,2570,3078,83.5,1.89,5288.49,38.4,12.3,26.1,212.15,502,554,1410,2117,1065,111Y09M
536,536,65000,新北市,65000060,新店區,65000060-053,和平里,780,1581,773,808,95.67,2.03,68754.08,40.66,15.12,25.53,168.82,170,159,505,460,287,111Y09M
537,537,65000,新北市,65000060,新店區,65000060-054,中央里,2720,5738,2675,3063,87.33,2.11,14851.16,48.69,11.84,36.85,311.16,457,546,1381,1932,1422,111Y09M
538,538,65000,新北市,65000060,新店區,65000060-055,明城里,1393,3452,1675,1777,94.26,2.48,16931.78,40.04,13.06,26.98,206.52,322,372,869,1224,665,111Y09M
539,539,65000,新北市,65000060,新店區,65000060-056,安和里,3353,8130,3952,4178,94.59,2.42,4846.82,36.73,16.06,20.67,128.69,955,816,2475,2655,1229,111Y09M
540,540,65000,新北市,65000060,新店區,65000060-057,吉祥里,1806,4631,2188,2443,89.56,2.56,33440.2,40.89,11.86,29.02,244.62,390,391,1321,1575,954,111Y09M
541,541,65000,新北市,65000060,新店區,65000060-058,寶福里,3253,7207,3494,3713,94.1,2.22,4485.13,41.81,14.97,26.84,179.24,761,653,1946,2483,1364,111Y09M
542,542,65000,新北市,65000060,新店區,65000060-059,小城里,1437,3707,1802,1905,94.59,2.58,11254.03,46.06,15.17,30.89,203.64,385,355,1009,1174,784,111Y09M
543,543,65000,新北市,65000060,新店區,65000060-060,香坡里,5225,11589,5654,5935,95.27,2.22,7889.39,31.99,11.89,20.1,169.06,1044,1246,3182,4352,1765,111Y09M
544,544,65000,新北市,65000060,新店區,65000060-061,建國里,1334,2991,1386,1605,86.36,2.24,53881.21,51.52,11.7,39.82,340.26,231,235,795,944,786,111Y09M
545,545,65000,新北市,65000060,新店區,65000060-062,復興里,1457,3227,1530,1697,90.16,2.21,5166.37,42.35,12.4,29.95,241.64,281,294,853,1120,679,111Y09M
546,546,65000,新北市,65000060,新店區,65000060-063,美城里,1096,2686,1313,1373,95.63,2.45,13864.66,39.39,11.47,27.92,243.44,221,229,834,864,538,111Y09M
547,547,65000,新北市,65000060,新店區,65000060-064,安昌里,2454,5600,2624,2976,88.17,2.28,62605.51,31.83,14.34,17.49,122.0,609,589,1651,2008,743,111Y09M
548,548,65000,新北市,65000060,新店區,65000060-065,長春里,1134,2467,1142,1325,86.19,2.18,3483.17,41.94,11.8,30.15,255.61,205,223,597,918,524,111Y09M
549,549,65000,新北市,65000060,新店區,65000060-066,新和里,1766,4137,1946,2191,88.82,2.34,26062.14,36.62,13.14,23.48,178.64,398,388,1215,1425,711,111Y09M
550,550,65000,新北市,65000060,新店區,65000060-067,永平里,2176,5701,2760,2941,93.85,2.62,27077.35,34.81,15.2,19.6,128.93,643,643,1620,1966,829,111Y09M
551,551,65000,新北市,65000060,新店區,65000060-068,達觀里,2026,4001,1846,2155,85.66,1.97,10412.19,35.44,12.36,23.09,186.85,365,347,1022,1585,682,111Y09M
552,552,65000,新北市,65000060,新店區,65000060-069,華城里,1354,2767,1285,1482,86.71,2.04,536.3,38.14,10.18,27.96,274.51,204,323,606,1074,560,111Y09M
553,553,65000,新北市,65000070,樹林區,65000070-001,三多里,1458,4085,2082,2003,103.94,2.8,10135.77,33.98,14.66,19.32,131.77,447,476,1352,1221,589,111Y09M
554,554,65000,新北市,65000070,樹林區,65000070-002,三福里,1527,4114,2040,2074,98.36,2.69,9319.12,43.05,19.3,23.75,123.06,555,476,1261,1139,683,111Y09M
555,555,65000,新北市,65000070,樹林區,65000070-003,三興里,1799,4872,2488,2384,104.36,2.71,4584.54,37.24,16.59,20.65,124.45,589,552,1605,1393,733,111Y09M
556,556,65000,新北市,65000070,樹林區,65000070-004,圳安里,1356,3739,1867,1872,99.73,2.76,6504.68,26.62,12.43,14.19,114.17,367,495,1214,1244,419,111Y09M
557,557,65000,新北市,65000070,樹林區,65000070-005,保安里,2342,6285,3130,3155,99.21,2.68,27125.59,39.42,15.2,24.22,159.42,685,734,1919,1855,1092,111Y09M
558,558,65000,新北市,65000070,樹林區,65000070-006,潭底里,2226,4990,2734,2256,121.19,2.24,6048.26,37.39,13.38,24.01,179.42,486,502,1446,1684,872,111Y09M
559,559,65000,新北市,65000070,樹林區,65000070-007,?寮里,1825,5056,2516,2540,99.06,2.77,7970.25,30.95,14.69,16.27,110.76,567,639,1602,1620,628,111Y09M
560,560,65000,新北市,65000070,樹林區,65000070-008,樹德里,1391,3590,1762,1828,96.39,2.58,45015.67,41.95,14.0,27.96,199.72,354,345,1054,1130,707,111Y09M
561,561,65000,新北市,65000070,樹林區,65000070-009,樹西里,2010,5168,2556,2612,97.86,2.57,34707.86,48.12,18.49,29.64,160.31,645,538,1411,1540,1034,111Y09M
562,562,65000,新北市,65000070,樹林區,65000070-010,樹南里,1562,4170,2088,2082,100.29,2.67,41971.98,37.99,14.86,23.13,155.68,449,397,1316,1309,699,111Y09M
563,563,65000,新北市,65000070,樹林區,65000070-011,樹人里,1220,3358,1634,1724,94.78,2.75,25349.33,42.71,17.72,24.99,141.01,417,385,990,978,588,111Y09M
564,564,65000,新北市,65000070,樹林區,65000070-012,坡內里,600,1735,891,844,105.57,2.89,771.02,38.14,16.32,21.82,133.66,205,202,509,545,274,111Y09M
565,565,65000,新北市,65000070,樹林區,65000070-013,樹東里,539,1165,560,605,92.56,2.16,6259.71,44.9,12.69,32.21,253.92,102,91,348,365,259,111Y09M
566,566,65000,新北市,65000070,樹林區,65000070-014,大同里,1309,3628,1734,1894,91.55,2.77,42888.22,31.5,16.35,15.15,92.68,451,411,1180,1168,418,111Y09M
567,567,65000,新北市,65000070,樹林區,65000070-015,和平里,1437,3937,1929,2008,96.07,2.74,13130.6,43.79,17.49,26.3,150.31,479,383,1299,1056,720,111Y09M
568,568,65000,新北市,65000070,樹林區,65000070-016,彭厝里,1726,5028,2493,2535,98.34,2.91,7985.35,29.92,14.63,15.3,104.59,566,584,1713,1573,592,111Y09M
569,569,65000,新北市,65000070,樹林區,65000070-017,彭福里,2189,5741,2825,2916,96.88,2.62,29628.98,35.08,17.08,18.0,105.37,726,647,1922,1681,765,111Y09M
570,570,65000,新北市,65000070,樹林區,65000070-018,東山里,1156,3229,1636,1593,102.7,2.79,786.45,36.07,13.74,22.33,162.58,326,369,1049,955,530,111Y09M
571,571,65000,新北市,65000070,樹林區,65000070-019,東陽里,2251,6111,3035,3076,98.67,2.71,25955.99,34.37,15.74,18.62,118.3,716,772,1898,1878,847,111Y09M
572,572,65000,新北市,65000070,樹林區,65000070-020,東昇里,1934,5179,2578,2601,99.12,2.68,21372.92,35.05,17.16,17.89,104.26,658,558,1766,1511,686,111Y09M
573,573,65000,新北市,65000070,樹林區,65000070-021,樂山里,784,2141,1082,1059,102.17,2.73,626.14,41.98,17.51,24.47,139.77,264,228,674,606,369,111Y09M
574,574,65000,新北市,65000070,樹林區,65000070-022,東園里,674,1731,926,805,115.03,2.57,702.29,37.82,14.49,23.33,160.99,182,211,488,557,293,111Y09M
575,575,65000,新北市,65000070,樹林區,65000070-023,西園里,660,1860,984,876,112.33,2.82,1008.29,38.5,15.64,22.86,146.19,210,205,588,550,307,111Y09M
576,576,65000,新北市,65000070,樹林區,65000070-024,南園里,6696,15999,7692,8307,92.6,2.39,11825.99,47.27,29.29,17.98,61.38,3182,1637,4698,4529,1953,111Y09M
577,577,65000,新北市,65000070,樹林區,65000070-025,北園里,756,2192,1147,1045,109.76,2.9,1142.86,32.45,12.81,19.64,153.3,212,267,693,695,325,111Y09M
578,578,65000,新北市,65000070,樹林區,65000070-026,柑園里,4322,10290,4952,5338,92.77,2.38,12369.65,45.69,26.43,19.26,72.84,1867,1118,2814,3131,1360,111Y09M
579,579,65000,新北市,65000070,樹林區,65000070-027,樹北里,426,914,443,471,94.06,2.15,13636.7,44.16,9.94,34.23,344.44,63,67,259,308,217,111Y09M
580,580,65000,新北市,65000070,樹林區,65000070-028,圳福里,1622,4553,2252,2301,97.87,2.81,13709.11,39.15,18.98,20.17,106.28,621,458,1525,1289,660,111Y09M
581,581,65000,新北市,65000070,樹林區,65000070-029,樹興里,1420,3768,1833,1935,94.73,2.65,21111.73,39.61,17.3,22.3,128.91,467,426,1186,1087,602,111Y09M
582,582,65000,新北市,65000070,樹林區,65000070-030,樹福里,1462,3578,1712,1866,91.75,2.45,27411.32,39.28,15.14,24.13,159.38,389,400,1016,1153,620,111Y09M
583,583,65000,新北市,65000070,樹林區,65000070-031,光興里,1467,4126,2066,2060,100.29,2.81,3573.13,30.86,15.07,15.79,104.84,475,454,1368,1331,498,111Y09M
584,584,65000,新北市,65000070,樹林區,65000070-032,金寮里,1656,4636,2277,2359,96.52,2.8,6787.27,36.11,17.35,18.76,108.12,591,586,1476,1344,639,111Y09M
585,585,65000,新北市,65000070,樹林區,65000070-033,彭興里,2125,5898,2954,2944,100.34,2.78,6697.49,32.03,15.78,16.25,102.98,705,632,2092,1743,726,111Y09M
586,586,65000,新北市,65000070,樹林區,65000070-034,文林里,1920,5257,2536,2721,93.2,2.74,51719.22,35.84,17.44,18.4,105.48,675,638,1573,1659,712,111Y09M
587,587,65000,新北市,65000070,樹林區,65000070-035,山佳里,2019,5980,3021,2959,102.1,2.96,6105.14,32.56,15.83,16.74,105.74,714,720,1986,1805,755,111Y09M
588,588,65000,新北市,65000070,樹林區,65000070-036,中山里,1963,5581,2871,2710,105.94,2.84,4067.89,38.52,18.39,20.13,109.45,741,555,1829,1645,811,111Y09M
589,589,65000,新北市,65000070,樹林區,65000070-037,育英里,1283,3247,1596,1651,96.67,2.53,33211.28,39.06,15.5,23.55,151.93,362,345,964,1026,550,111Y09M
590,590,65000,新北市,65000070,樹林區,65000070-038,中華里,1239,3481,1664,1817,91.58,2.81,118272.63,26.86,14.4,12.46,86.58,395,418,1170,1156,342,111Y09M
591,591,65000,新北市,65000070,樹林區,65000070-039,太順里,942,2838,1443,1395,103.44,3.01,33593.35,35.01,17.22,17.79,103.31,362,335,951,816,374,111Y09M
592,592,65000,新北市,65000070,樹林區,65000070-040,圳民里,1130,2862,1499,1363,109.98,2.53,8558.74,29.5,11.99,17.51,146.04,265,309,992,909,387,111Y09M
593,593,65000,新北市,65000070,樹林區,65000070-041,圳生里,570,1565,808,757,106.74,2.75,3548.19,30.74,10.36,20.38,196.77,124,152,565,480,244,111Y09M
594,594,65000,新北市,65000070,樹林區,65000070-042,三龍里,776,2096,1094,1002,109.18,2.7,5897.78,33.5,11.08,22.42,202.3,174,272,704,594,352,111Y09M
595,595,65000,新北市,65000080,鶯歌區,65000080-001,東鶯里,417,1093,537,556,96.58,2.62,3220.74,39.06,17.18,21.88,127.41,135,125,301,360,172,111Y09M
596,596,65000,新北市,65000080,鶯歌區,65000080-002,西鶯里,884,2261,1121,1140,98.33,2.56,3282.82,42.02,14.7,27.32,185.9,234,249,600,743,435,111Y09M
597,597,65000,新北市,65000080,鶯歌區,65000080-003,南鶯里,2161,5763,2808,2955,95.03,2.67,30533.1,38.04,15.88,22.16,139.52,663,728,1617,1830,925,111Y09M
598,598,65000,新北市,65000080,鶯歌區,65000080-004,北鶯里,2025,4545,2312,2233,103.54,2.24,7276.0,38.82,17.59,21.23,120.66,576,505,1268,1501,695,111Y09M
599,599,65000,新北市,65000080,鶯歌區,65000080-005,中鶯里,402,1041,523,518,100.97,2.59,11516.89,42.6,16.3,26.3,161.34,119,107,293,330,192,111Y09M
600,600,65000,新北市,65000080,鶯歌區,65000080-006,建德里,216,607,339,268,126.49,2.81,241.97,40.51,19.21,21.3,110.84,83,69,165,198,92,111Y09M
601,601,65000,新北市,65000080,鶯歌區,65000080-007,同慶里,624,1704,839,865,96.99,2.73,7318.55,45.39,22.44,22.95,102.28,263,187,492,493,269,111Y09M
602,602,65000,新北市,65000080,鶯歌區,65000080-008,永昌里,2883,8731,4309,4422,97.44,3.03,13087.78,35.2,18.27,16.92,92.63,1180,1177,2605,2676,1093,111Y09M
603,603,65000,新北市,65000080,鶯歌區,65000080-009,南靖里,1273,3592,1847,1745,105.85,2.82,1866.54,43.05,16.97,26.09,153.76,426,375,1054,1082,655,111Y09M
604,604,65000,新北市,65000080,鶯歌區,65000080-010,尖山里,3594,9335,4686,4649,100.8,2.6,4605.05,33.17,17.55,15.62,89.02,1230,1011,3324,2675,1095,111Y09M
605,605,65000,新北市,65000080,鶯歌區,65000080-011,二橋里,3196,8785,4501,4284,105.07,2.75,3240.63,34.76,17.33,17.43,100.53,1130,1095,2734,2690,1136,111Y09M
606,606,65000,新北市,65000080,鶯歌區,65000080-012,二甲里,350,986,535,451,118.63,2.82,791.31,42.07,14.55,27.52,189.11,101,123,281,290,191,111Y09M
607,607,65000,新北市,65000080,鶯歌區,65000080-013,東湖里,131,275,151,124,121.77,2.1,106.14,38.89,9.6,29.29,305.26,19,28,77,93,58,111Y09M
608,608,65000,新北市,65000080,鶯歌區,65000080-014,大湖里,1929,5018,2524,2494,101.2,2.6,10329.65,34.97,12.69,22.27,175.42,472,501,1616,1601,828,111Y09M
609,609,65000,新北市,65000080,鶯歌區,65000080-015,鳳鳴里,2870,6888,3391,3497,96.97,2.4,6995.88,33.08,19.11,13.97,73.1,989,712,2685,1779,723,111Y09M
610,610,65000,新北市,65000080,鶯歌區,65000080-016,鳳福里,2069,4658,2285,2373,96.29,2.25,11105.95,33.58,12.76,20.82,163.15,445,359,1825,1303,726,111Y09M
611,611,65000,新北市,65000080,鶯歌區,65000080-017,永吉里,1678,5086,2529,2557,98.9,3.03,6916.22,40.11,19.92,20.19,101.38,723,549,1674,1407,733,111Y09M
612,612,65000,新北市,65000080,鶯歌區,65000080-018,中湖里,2062,5806,3004,2802,107.21,2.82,2111.99,33.81,14.4,19.41,134.72,625,666,1849,1824,842,111Y09M
613,613,65000,新北市,65000080,鶯歌區,65000080-019,鳳祥里,1663,4521,2290,2231,102.64,2.72,12382.37,38.64,16.9,21.74,128.68,551,480,1481,1300,709,111Y09M
614,614,65000,新北市,65000080,鶯歌區,65000080-020,建國里,2765,7514,3611,3903,92.52,2.72,28794.9,34.83,20.19,14.64,72.53,1125,886,2456,2231,816,111Y09M
615,615,65000,新北市,65000090,三峽區,65000090-001,三峽里,124,316,179,137,130.66,2.55,8236.89,62.89,23.2,39.69,171.11,45,26,76,92,77,111Y09M
616,616,65000,新北市,65000090,三峽區,65000090-002,秀川里,285,665,325,340,95.59,2.33,23386.67,43.01,17.42,25.59,146.91,81,89,167,209,119,111Y09M
617,617,65000,新北市,65000090,三峽區,65000090-003,八張里,1556,4212,2092,2120,98.68,2.71,35102.93,35.3,17.38,17.92,103.14,541,482,1341,1290,558,111Y09M
618,618,65000,新北市,65000090,三峽區,65000090-004,中埔里,1420,3739,1837,1902,96.58,2.63,2695.34,35.32,21.28,14.04,65.99,588,435,1267,1061,388,111Y09M
619,619,65000,新北市,65000090,三峽區,65000090-005,弘道里,414,1155,654,501,130.54,2.79,170.09,39.16,15.06,24.1,160.0,125,123,339,368,200,111Y09M
620,620,65000,新北市,65000090,三峽區,65000090-006,永■里,2860,7669,3696,3973,93.03,2.68,22053.14,38.86,17.96,20.89,116.33,992,939,2160,2424,1154,111Y09M
621,621,65000,新北市,65000090,三峽區,65000090-007,礁溪里,2489,6338,3071,3267,94.0,2.55,12474.49,32.23,16.13,16.11,99.87,773,803,1988,2002,772,111Y09M
622,622,65000,新北市,65000090,三峽區,65000090-008,鳶山里,4059,10495,5191,5304,97.87,2.59,2159.83,38.04,18.52,19.52,105.4,1408,1190,3227,3186,1484,111Y09M
623,623,65000,新北市,65000090,三峽區,65000090-009,龍埔里,4142,10666,5249,5417,96.9,2.58,5264.43,38.2,21.97,16.22,73.82,1696,1288,3325,3105,1252,111Y09M
624,624,65000,新北市,65000090,三峽區,65000090-010,大埔里,1510,4165,2253,1912,117.83,2.76,973.13,35.49,14.77,20.72,140.31,454,431,1277,1366,637,111Y09M
625,625,65000,新北市,65000090,三峽區,65000090-011,嘉添里,804,2298,1303,995,130.95,2.86,350.12,50.39,11.52,38.87,337.5,176,238,595,695,594,111Y09M
626,626,65000,新北市,65000090,三峽區,65000090-012,添福里,438,1146,596,550,108.36,2.62,324.75,36.75,12.29,24.46,199.03,103,108,348,382,205,111Y09M
627,627,65000,新北市,65000090,三峽區,65000090-013,金圳里,221,503,302,201,150.25,2.28,47.07,47.51,10.56,36.95,350.0,36,42,107,192,126,111Y09M
628,628,65000,新北市,65000090,三峽區,65000090-014,五寮里,353,843,465,378,123.02,2.39,61.41,47.89,10.0,37.89,378.95,57,79,183,308,216,111Y09M
629,629,65000,新北市,65000090,三峽區,65000090-015,插角里,349,672,393,279,140.86,1.93,48.88,63.11,11.17,51.94,465.22,46,44,112,256,214,111Y09M
630,630,65000,新北市,65000090,三峽區,65000090-016,有木里,357,699,424,275,154.18,1.96,13.17,56.03,7.37,48.66,660.61,33,55,122,271,218,111Y09M
631,631,65000,新北市,65000090,三峽區,65000090-017,溪北里,894,2329,1218,1111,109.63,2.61,1624.1,37.81,11.72,26.09,222.73,198,317,641,732,441,111Y09M
632,632,65000,新北市,65000090,三峽區,65000090-018,溪南里,543,1525,848,677,125.26,2.81,344.39,37.88,12.21,25.68,210.37,135,194,407,505,284,111Y09M
633,633,65000,新北市,65000090,三峽區,65000090-019,溪東里,1086,3088,1585,1503,105.46,2.84,1331.03,33.68,12.81,20.87,162.84,296,385,950,975,482,111Y09M
634,634,65000,新北市,65000090,三峽區,65000090-020,成福里,318,947,514,433,118.71,2.98,269.36,36.65,11.11,25.54,229.87,77,120,247,326,177,111Y09M
635,635,65000,新北市,65000090,三峽區,65000090-021,安坑里,576,1414,806,608,132.57,2.45,67.88,41.97,9.54,32.43,340.0,95,175,331,490,323,111Y09M
636,636,65000,新北市,65000090,三峽區,65000090-022,竹崙里,902,2029,1142,887,128.75,2.25,87.91,44.62,9.98,34.64,347.14,140,189,532,682,486,111Y09M
637,637,65000,新北市,65000090,三峽區,65000090-023,介壽里,2853,7016,3579,3437,104.13,2.46,2794.34,29.14,14.28,14.85,103.99,776,769,2321,2343,807,111Y09M
638,638,65000,新北市,65000090,三峽區,65000090-024,安溪里,2784,7619,3741,3878,96.47,2.74,18929.15,27.64,13.35,14.29,107.03,797,1050,2373,2546,853,111Y09M
639,639,65000,新北市,65000090,三峽區,65000090-025,中正里,1818,5412,2731,2681,101.86,2.98,3663.63,30.57,14.74,15.83,107.36,611,718,1676,1751,656,111Y09M
640,640,65000,新北市,65000090,三峽區,65000090-026,二鬮里,1394,3665,1843,1822,101.15,2.63,574.31,31.6,13.36,18.24,136.56,372,440,1135,1210,508,111Y09M
641,641,65000,新北市,65000090,三峽區,65000090-027,龍學里,7106,16745,7752,8993,86.2,2.36,41459.51,50.49,32.48,18.01,55.45,3614,1643,4595,4889,2004,111Y09M
642,642,65000,新北市,65000090,三峽區,65000090-028,龍恩里,3285,7699,3676,4023,91.37,2.34,7150.89,44.66,26.64,18.02,67.63,1418,863,2201,2258,959,111Y09M
643,643,65000,新北市,65000100,淡水區,65000100-001,中和里,217,594,341,253,134.78,2.74,226.4,43.13,9.4,33.73,358.97,39,70,131,214,140,111Y09M
644,644,65000,新北市,65000100,淡水區,65000100-002,屯山里,369,1094,581,513,113.26,2.96,420.91,41.89,10.12,31.78,314.1,78,124,302,345,245,111Y09M
645,645,65000,新北市,65000100,淡水區,65000100-003,賢孝里,644,1600,868,732,118.58,2.48,386.79,38.65,10.31,28.34,274.79,119,187,405,562,327,111Y09M
646,646,65000,新北市,65000100,淡水區,65000100-004,興仁里,669,1579,843,736,114.54,2.36,448.5,46.47,9.93,36.55,368.22,107,124,417,537,394,111Y09M
647,647,65000,新北市,65000100,淡水區,65000100-005,蕃薯里,528,1097,625,472,132.42,2.08,270.79,38.86,8.73,30.13,344.93,69,120,255,415,238,111Y09M
648,648,65000,新北市,65000100,淡水區,65000100-006,義山里,1090,2615,1392,1223,113.82,2.4,701.73,38.43,11.01,27.42,249.04,208,288,721,880,518,111Y09M
649,649,65000,新北市,65000100,淡水區,65000100-007,忠山里,364,878,482,396,121.72,2.41,262.17,49.83,12.29,37.54,305.56,72,100,188,298,220,111Y09M
650,650,65000,新北市,65000100,淡水區,65000100-008,崁頂里,12141,23836,11501,12335,93.24,1.96,5562.11,38.04,21.69,16.35,75.36,3746,1988,8208,7071,2823,111Y09M
651,651,65000,新北市,65000100,淡水區,65000100-009,埤島里,889,1979,1048,931,112.57,2.23,835.06,41.36,18.29,23.07,126.17,256,195,622,583,323,111Y09M
652,652,65000,新北市,65000100,淡水區,65000100-010,新興里,3376,7791,3601,4190,85.94,2.31,45652.98,36.11,17.52,18.59,106.08,1003,910,2146,2668,1064,111Y09M
653,653,65000,新北市,65000100,淡水區,65000100-011,水碓里,2329,5910,2843,3067,92.7,2.54,34009.3,38.34,15.33,23.01,150.08,655,696,1751,1825,983,111Y09M
654,654,65000,新北市,65000100,淡水區,65000100-012,北投里,5138,11550,5450,6100,89.34,2.25,3419.76,44.32,25.69,18.63,72.52,2056,1013,3499,3491,1491,111Y09M
655,655,65000,新北市,65000100,淡水區,65000100-013,水源里,896,2140,1138,1002,113.57,2.39,241.29,44.79,11.16,33.63,301.21,165,204,551,723,497,111Y09M
656,656,65000,新北市,65000100,淡水區,65000100-014,忠寮里,433,1179,657,522,125.86,2.72,379.61,46.1,13.38,32.71,244.44,108,110,280,417,264,111Y09M
657,657,65000,新北市,65000100,淡水區,65000100-015,樹興里,780,1516,783,733,106.82,1.94,376.3,40.76,8.82,31.94,362.11,95,112,394,571,344,111Y09M
658,658,65000,新北市,65000100,淡水區,65000100-016,坪頂里,613,1321,666,655,101.68,2.16,531.1,43.28,7.59,35.68,470.0,70,98,359,465,329,111Y09M
659,659,65000,新北市,65000100,淡水區,65000100-017,福德里,3538,6975,3339,3636,91.83,1.97,9385.23,35.83,10.48,25.36,242.01,538,705,1747,2683,1302,111Y09M
660,660,65000,新北市,65000100,淡水區,65000100-018,竹圍里,2997,6142,2788,3354,83.12,2.05,25684.45,37.13,11.16,25.97,232.6,500,569,1662,2248,1163,111Y09M
661,661,65000,新北市,65000100,淡水區,65000100-019,民生里,3604,7299,3300,3999,82.52,2.03,3825.05,38.55,12.02,26.54,220.85,633,646,2079,2543,1398,111Y09M
662,662,65000,新北市,65000100,淡水區,65000100-020,八勢里,3804,6901,3134,3767,83.2,1.81,2264.55,39.11,12.4,26.71,215.45,615,533,1901,2527,1325,111Y09M
663,663,65000,新北市,65000100,淡水區,65000100-021,竿蓁里,5989,11218,5095,6123,83.21,1.87,5401.36,39.28,12.97,26.31,202.78,1045,856,3249,3949,2119,111Y09M
664,664,65000,新北市,65000100,淡水區,65000100-022,鄧公里,2680,6232,2905,3327,87.32,2.33,19005.62,34.78,13.21,21.56,163.18,611,695,1673,2256,997,111Y09M
665,665,65000,新北市,65000100,淡水區,65000100-023,中興里,1742,3981,1942,2039,95.24,2.29,9623.54,46.74,12.27,34.46,280.78,333,368,1087,1258,935,111Y09M
666,666,65000,新北市,65000100,淡水區,65000100-024,長庚里,642,1424,688,736,93.48,2.22,20117.82,50.53,9.09,41.44,455.81,86,120,359,467,392,111Y09M
667,667,65000,新北市,65000100,淡水區,65000100-025,清文里,485,1151,588,563,104.44,2.37,27062.61,45.33,11.87,33.46,281.91,94,110,309,373,265,111Y09M
668,668,65000,新北市,65000100,淡水區,65000100-026,草東里,324,734,386,348,110.92,2.27,2286.32,53.88,12.79,41.09,321.31,61,59,187,231,196,111Y09M
669,669,65000,新北市,65000100,淡水區,65000100-027,協元里,611,1471,739,732,100.96,2.41,16163.77,43.93,12.52,31.41,250.78,128,154,415,453,321,111Y09M
670,670,65000,新北市,65000100,淡水區,65000100-028,永吉里,397,876,438,438,100.0,2.21,40593.14,44.32,12.36,31.96,258.67,75,70,236,301,194,111Y09M
671,671,65000,新北市,65000100,淡水區,65000100-029,民安里,287,682,325,357,91.04,2.38,2657.16,51.56,13.56,38.0,280.33,61,62,189,199,171,111Y09M
672,672,65000,新北市,65000100,淡水區,65000100-030,新生里,225,432,190,242,78.51,1.92,1504.31,40.26,8.44,31.82,376.92,26,34,135,139,98,111Y09M
673,673,65000,新北市,65000100,淡水區,65000100-031,文化里,811,1805,821,984,83.43,2.23,2006.17,44.17,15.5,28.67,185.05,194,195,454,603,359,111Y09M
674,674,65000,新北市,65000100,淡水區,65000100-032,油車里,2402,5533,2696,2837,95.03,2.3,3649.23,40.68,13.07,27.61,211.28,514,533,1559,1841,1086,111Y09M
675,675,65000,新北市,65000100,淡水區,65000100-033,沙崙里,2189,4834,2376,2458,96.66,2.21,1753.84,36.32,12.75,23.58,184.96,452,503,1430,1613,836,111Y09M
676,676,65000,新北市,65000100,淡水區,65000100-034,新義里,1602,4296,2077,2219,93.6,2.68,31241.82,41.55,16.05,25.5,158.93,487,510,1279,1246,774,111Y09M
677,677,65000,新北市,65000100,淡水區,65000100-035,新春里,4107,9926,4776,5150,92.74,2.42,35335.03,35.25,18.23,17.02,93.35,1338,1176,3095,3068,1249,111Y09M
678,678,65000,新北市,65000100,淡水區,65000100-036,新民里,2060,4865,2328,2537,91.76,2.36,32974.56,36.93,13.62,23.3,171.07,484,531,1384,1638,828,111Y09M
679,679,65000,新北市,65000100,淡水區,65000100-037,正德里,2170,4927,2257,2670,84.53,2.27,46271.17,34.76,16.96,17.81,105.0,620,566,1389,1701,651,111Y09M
680,680,65000,新北市,65000100,淡水區,65000100-038,北新里,1478,2999,1424,1575,90.41,2.03,7373.91,32.0,15.54,16.46,105.95,353,383,836,1053,374,111Y09M
681,681,65000,新北市,65000100,淡水區,65000100-039,民權里,2358,4760,2196,2564,85.65,2.02,21960.18,34.73,10.9,23.83,218.7,385,489,1297,1747,842,111Y09M
682,682,65000,新北市,65000100,淡水區,65000100-040,幸福里,1588,3889,1860,2029,91.67,2.45,7331.23,44.57,15.5,29.07,187.53,417,369,1116,1205,782,111Y09M
683,683,65000,新北市,65000100,淡水區,65000100-041,學府里,2263,4785,2266,2519,89.96,2.11,3752.09,34.45,13.09,21.35,163.09,466,448,1409,1702,760,111Y09M
684,684,65000,新北市,65000100,淡水區,65000100-042,大庄里,5693,11102,5104,5998,85.1,1.95,16684.2,38.79,14.43,24.37,168.89,1154,989,3282,3728,1949,111Y09M
685,685,65000,新北市,65000110,汐止區,65000110-001,義民里,623,1333,650,683,95.17,2.14,13264.61,46.81,10.9,35.9,329.29,99,128,335,445,326,111Y09M
686,686,65000,新北市,65000110,汐止區,65000110-002,禮門里,554,1141,544,597,91.12,2.06,15282.61,42.27,12.97,29.3,225.96,104,111,334,357,235,111Y09M
687,687,65000,新北市,65000110,汐止區,65000110-003,智慧里,2236,4767,2232,2535,88.05,2.13,9351.61,33.79,13.08,20.71,158.37,466,454,1403,1706,738,111Y09M
688,688,65000,新北市,65000110,汐止區,65000110-004,信望里,164,351,186,165,112.73,2.14,9583.88,58.82,10.86,47.96,441.67,24,25,92,104,106,111Y09M
689,689,65000,新北市,65000110,汐止區,65000110-005,橋東里,1670,3816,1796,2020,88.91,2.29,35588.72,37.17,19.34,17.83,92.19,538,392,1228,1162,496,111Y09M
